protocol,fold,queue,rows,positives,top10_capture,auc,pr_auc,brier,reviewed_paths,captured_severe_cases,evidence_supported_severe_cases,evidence_hit_rate,severe_cases_per_100_reviews,evidence_supported_cases_per_100_reviews
cross_year,train2024_test2025,PE-KB queue,4401659,213611,0.9869903703460964,0.9940989607813226,0.8945222863693052,0.02129687629028069,440166,210832,204445,0.9697057372694847,47.89829291676322,46.44724944679962
cross_year,train2024_test2025,LightGBM score + PE-KB evidence,4401659,213611,0.994227825346073,0.9961686284039608,0.9350916167804546,0.018343316186954655,440166,212378,204360,0.9622465603781936,48.24952404320188,46.42793855045596
